"hhid","zone","state","lga","sector","ea","ric","wt_wave3","wt_w1_w2_w3","saq7","qno","qno1","ag1","ag2","ag3","saq11","saq12","saq13","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22","saq22a","saq22a_os","saq22b","tracked_obs","phonly_hh"
20024,2,2,201,2,60,1501,3562.13321035862,3791.94825618821,9,1,2,1,2,1,5,1,"27022016",27,2,2016,9,7,12,32,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20025,2,2,201,2,60,1501,3562.13321035862,3791.94825618821,22,1,3,1,2,1,5,1,"27022016",27,2,2016,13,43,16,56,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20026,2,2,201,2,60,1501,3562.13321035862,3791.94825618821,15,1,2,1,2,1,3,1,"27022016",27,2,2016,16,20,18,3,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20027,2,2,201,2,60,1501,3562.13321035862,3791.94825618821,7,1,2,1,2,1,4,1,"27022016",27,2,2016,10,41,14,8,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20028,2,2,201,2,60,1501,3562.13321035862,3791.94825618821,18,1,2,1,2,1,2,1,"27022016",27,2,2016,13,49,16,52,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20029,2,2,201,2,60,1501,3562.13321035862,3791.94825618821,3,1,2,1,2,1,2,1,"27022016",27,2,2016,7,11,9,17,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20030,2,2,201,2,60,1501,3562.13321035862,3791.94825618821,11,1,2,1,2,1,3,1,"27022016",27,2,2016,20,8,23,10,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20031,2,2,216,2,200,1308,3586.87024654166,3818.28123018951,16,1,2,1,2,1,4,1,"29022016",29,2,2016,14,8,16,31,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20032,2,2,216,2,200,1308,3586.87024654166,3818.28123018951,32,1,2,1,2,1,5,1,"29022016",29,2,2016,7,11,10,15,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20033,2,2,216,2,200,1308,3586.87024654166,3818.28123018951,4,1,2,1,2,1,5,1,"29022016",29,2,2016,13,3,16,21,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20034,2,2,216,2,200,1308,3586.87024654166,3818.28123018951,35,1,3,1,2,1,2,1,"29022016",29,2,2016,8,10,12,16,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20035,2,2,216,2,200,1308,3586.87024654166,3818.28123018951,1,1,2,1,2,1,5,1,"29022016",29,2,2016,16,35,18,53,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20036,2,2,216,2,200,1308,3586.87024654166,3818.28123018951,10,1,2,1,2,1,2,1,"29022016",29,2,2016,7,13,10,16,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20037,2,2,216,2,200,1308,3586.87024654166,3818.28123018951,19,1,3,1,2,1,3,1,"29022016",29,2,2016,11,39,13,41,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20038,2,2,216,2,200,1308,3586.87024654166,3818.28123018951,22,1,2,1,2,1,3,1,"29022016",29,2,2016,6,9,10,10,15,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
20040,2,2,216,2,200,1308,3586.87024654166,3818.28123018951,9,1,2,1,2,1,4,1,"29022016",29,2,2016,8,21,12,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20041,2,2,203,2,1224,1102,4230.03318730086,4502.93855422349,7,1,2,1,2,1,2,1,"03032016",3,3,2016,15,12,16,58,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20042,2,2,203,2,1224,1102,4230.03318730086,4502.93855422349,18,1,2,1,2,1,4,1,"03032016",3,3,2016,12,20,14,12,15,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
20043,2,2,203,2,1224,1102,4230.03318730086,4502.93855422349,1,1,2,1,2,1,3,1,"04032016",4,3,2016,12,15,14,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20044,2,2,203,2,1224,1102,4230.03318730086,4502.93855422349,3,1,2,1,2,1,4,1,"03032016",3,3,2016,14,30,17,48,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20045,2,2,203,2,1224,1102,4230.03318730086,4502.93855422349,12,1,2,1,2,1,5,1,"03032016",3,3,2016,11,16,14,1,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20046,2,2,203,2,1224,1102,4230.03318730086,4502.93855422349,1,1,2,1,2,1,4,1,"03032016",3,3,2016,18,9,20,12,8,,"04032016",4,3,2016,6,25,9,30,7,,,,,,,,,,,,2,1,,1,0,0
20047,2,2,203,2,1224,1102,4230.03318730086,4502.93855422349,16,1,3,1,2,1,3,1,"03032016",3,3,2016,6,11,8,39,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20048,2,2,203,2,1224,1102,4230.03318730086,4502.93855422349,14,1,2,1,2,1,2,1,"04032016",4,3,2016,7,31,8,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20049,2,2,203,2,1224,1102,4230.03318730086,4502.93855422349,5,1,3,1,2,1,5,1,"04032016",4,3,2016,8,12,13,3,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20050,2,2,203,2,1224,1102,4230.03318730086,4502.93855422349,10,1,2,1,2,1,5,1,"03032016",3,3,2016,14,52,17,1,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20051,2,2,212,2,956,1206,4230.03318730086,4502.93855422349,16,1,3,1,2,1,3,1,"05032016",5,3,2016,6,24,10,50,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
20052,2,2,212,2,956,1206,4230.03318730086,4502.93855422349,15,1,2,1,2,1,3,1,"06032016",6,3,2016,6,30,10,2,15,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
20053,2,2,212,2,956,1206,4230.03318730086,4502.93855422349,9,1,2,1,2,1,5,1,"05032016",5,3,2016,9,40,11,53,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20054,2,2,212,2,956,1206,4230.03318730086,4502.93855422349,18,1,2,1,2,1,2,1,"05032016",5,3,2016,9,12,12,31,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20055,2,2,212,2,956,1206,4230.03318730086,4502.93855422349,9,1,2,1,2,1,2,1,"06032016",6,3,2016,8,10,13,2,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20056,2,2,212,2,956,1206,4230.03318730086,4502.93855422349,13,1,2,1,2,1,4,1,"06032016",6,3,2016,14,8,16,54,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20057,2,2,212,2,956,1206,4230.03318730086,4502.93855422349,3,1,2,1,2,1,5,1,"06032016",6,3,2016,12,15,14,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20058,2,2,212,2,956,1206,4230.03318730086,4502.93855422349,5,1,2,1,2,1,3,1,"06032016",6,3,2016,10,37,13,50,15,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
20059,2,2,212,2,956,1206,4230.03318730086,4502.93855422349,1,1,3,1,2,1,2,1,"05032016",5,3,2016,12,50,16,23,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20060,2,2,212,2,956,1206,4230.03318730086,4502.93855422349,11,1,2,1,2,1,4,1,"05032016",5,3,2016,12,10,13,52,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20061,2,2,210,2,1300,1405,3450.81654753491,3673.44987318233,13,1,2,1,2,1,3,1,"17032016",17,3,2016,6,24,11,54,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20062,2,2,210,2,1300,1405,3450.81654753491,3673.44987318233,21,1,2,1,2,1,3,1,"17032016",17,3,2016,12,35,12,17,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20063,2,2,210,2,1300,1405,3450.81654753491,3673.44987318233,18,1,2,1,2,1,4,1,"17032016",17,3,2016,10,48,14,42,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20064,2,2,210,2,1300,1405,3450.81654753491,3673.44987318233,10,1,2,1,2,1,2,1,"17032016",17,3,2016,9,11,13,16,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20065,2,2,210,2,1300,1405,3450.81654753491,3673.44987318233,26,1,2,1,2,1,2,1,"17032016",17,3,2016,9,28,13,37,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20066,2,2,210,2,1300,1405,3450.81654753491,3673.44987318233,31,1,2,1,2,1,2,1,"17032016",17,3,2016,13,39,17,47,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20067,6,24,2404,1,0,0,3450.81654753491,3673.44987318233,0,1,1,2,2,2,3,2,"08032016",8,3,2016,11,5,14,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20068,2,2,210,2,1300,1405,3450.81654753491,3673.44987318233,3,1,2,1,2,1,4,1,"17032016",17,3,2016,9,40,12,29,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20069,2,2,210,2,1300,1405,3450.81654753491,3673.44987318233,15,1,2,1,2,1,5,1,"17032016",17,3,2016,8,0,11,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20070,2,2,210,2,1300,1405,3450.81654753491,3673.44987318233,25,1,2,1,2,1,5,1,"17032016",17,3,2016,10,3,13,15,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20071,2,2,214,2,898,1107,6802.68495033764,7241.56785035942,21,1,3,2,2,2,3,1,"15032016",15,3,2016,6,8,8,51,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20072,2,2,214,2,898,1107,6802.68495033764,7241.56785035942,64,1,3,1,1,1,2,1,"15032016",15,3,2016,9,25,14,38,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20073,2,2,214,2,898,1107,6802.68495033764,7241.56785035942,26,1,1,2,2,2,2,1,"15032016",15,3,2016,10,19,15,21,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20074,2,2,214,2,898,1107,6802.68495033764,7241.56785035942,58,1,3,1,2,1,5,1,"15032016",15,3,2016,8,9,13,43,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20075,2,2,214,2,898,1107,6802.68495033764,7241.56785035942,54,1,3,2,2,2,3,1,"14032016",14,3,2016,9,0,16,5,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20076,2,2,214,2,898,1107,6802.68495033764,7241.56785035942,8,1,1,2,2,2,4,1,"14032016",14,3,2016,13,8,17,49,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20077,2,2,214,2,898,1107,6802.68495033764,7241.56785035942,40,1,2,1,2,1,4,1,"15032016",15,3,2016,7,19,12,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20078,2,2,214,2,898,1107,6802.68495033764,7241.56785035942,12,1,1,2,2,2,2,1,"14032016",14,3,2016,9,38,12,36,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20080,2,2,214,2,898,1107,6802.68495033764,7241.56785035942,3,1,1,2,2,2,5,1,"14032016",14,3,2016,9,16,11,32,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20081,2,2,215,1,8,1407,6345.04978095129,6754.40783133524,4,1,2,1,2,1,3,1,"16032016",16,3,2016,9,36,13,0,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20082,2,2,215,1,8,1407,6345.04978095129,6754.40783133524,28,1,2,1,2,1,5,1,"16032016",16,3,2016,9,11,13,27,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20083,2,2,215,1,8,1407,6345.04978095129,6754.40783133524,15,1,2,1,2,1,4,1,"17032016",17,3,2016,8,0,10,30,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20084,2,2,215,1,8,1407,6345.04978095129,6754.40783133524,12,1,1,2,2,2,5,1,"17032016",17,3,2016,8,21,11,48,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20085,2,2,215,1,8,1407,6345.04978095129,6754.40783133524,6,1,3,1,2,1,2,1,"16032016",16,3,2016,12,51,15,7,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20086,2,2,215,1,8,1407,6345.04978095129,6754.40783133524,17,1,3,1,2,1,4,1,"16032016",16,3,2016,13,1,17,29,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20087,2,2,215,1,8,1407,6345.04978095129,6754.40783133524,1,1,1,2,1,1,2,1,"16032016",16,3,2016,9,32,14,41,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20088,2,2,215,1,8,1407,6345.04978095129,6754.40783133524,31,1,2,1,2,1,5,1,"17032016",17,3,2016,9,3,13,11,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20089,2,2,215,1,8,1407,6345.04978095129,6754.40783133524,23,1,2,1,2,1,3,1,"16032016",16,3,2016,12,8,15,52,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20090,2,2,215,1,8,1407,6345.04978095129,6754.40783133524,26,1,2,1,2,1,3,1,"17032016",17,3,2016,18,6,20,41,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20091,2,2,207,2,1302,1304,3116.86655906379,3317.95472416468,1,1,3,1,2,1,4,1,"20032016",20,3,2016,8,40,11,57,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20092,2,2,207,2,1302,1304,3116.86655906379,3317.95472416468,5,1,2,1,2,1,5,1,"20032016",20,3,2016,12,32,15,49,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20093,2,2,207,2,1302,1304,3116.86655906379,3317.95472416468,10,1,2,1,2,1,4,1,"20032016",20,3,2016,15,51,18,43,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20094,2,2,207,2,1302,1304,3116.86655906379,3317.95472416468,6,1,2,1,2,1,3,1,"20032016",20,3,2016,8,14,11,47,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20095,2,2,207,2,1302,1304,3116.86655906379,3317.95472416468,2,1,2,1,2,1,2,1,"20032016",20,3,2016,9,18,13,45,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20096,2,2,207,2,1302,1304,3116.86655906379,3317.95472416468,11,1,2,1,2,1,3,1,"20032016",20,3,2016,15,48,18,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20097,2,2,207,2,1302,1304,3116.86655906379,3317.95472416468,12,1,2,1,2,1,3,1,"20032016",20,3,2016,12,1,15,26,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20098,2,2,207,2,1302,1304,3116.86655906379,3317.95472416468,9,1,2,1,2,1,4,1,"20032016",20,3,2016,12,3,15,32,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20099,2,2,207,2,1302,1304,3116.86655906379,3317.95472416468,9,1,2,1,2,1,5,1,"20032016",20,3,2016,8,49,12,5,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20100,2,2,207,2,1302,1304,3116.86655906379,3317.95472416468,4,1,3,1,2,1,2,1,"20032016",20,3,2016,18,21,19,1,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20101,2,2,205,2,712,1303,6060.57386484626,6451.57863032021,28,1,2,1,2,1,3,1,"22032016",22,3,2016,6,16,9,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20102,2,2,205,2,712,1303,6060.57386484626,6451.57863032021,19,1,3,1,2,1,5,1,"22032016",22,3,2016,8,3,11,31,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20103,2,2,205,2,712,1303,6060.57386484626,6451.57863032021,30,1,2,1,2,1,4,1,"22032016",22,3,2016,10,5,13,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20104,2,2,205,2,712,1303,6060.57386484626,6451.57863032021,6,1,2,1,2,1,2,1,"22032016",22,3,2016,15,52,19,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20105,2,2,205,2,712,1303,6060.57386484626,6451.57863032021,26,1,2,2,1,1,2,1,"22032016",22,3,2016,12,28,15,31,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20106,2,2,205,2,712,1303,6060.57386484626,6451.57863032021,21,1,2,1,2,1,5,1,"22032016",22,3,2016,15,12,18,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20107,2,2,205,2,712,1303,6060.57386484626,6451.57863032021,12,1,2,1,2,1,2,1,"22032016",22,3,2016,8,11,12,16,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20108,2,2,205,2,712,1303,6060.57386484626,6451.57863032021,8,1,2,1,2,1,5,1,"20032016",20,3,2016,11,47,14,49,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20110,2,2,205,2,712,1303,6060.57386484626,6451.57863032021,17,1,2,1,2,1,4,1,"22032016",22,3,2016,14,2,16,32,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20111,2,2,218,2,1592,1209,3339.49988471121,3554.95149017644,44,1,2,1,2,1,2,1,"09032016",9,3,2016,10,36,12,35,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20112,2,2,218,2,1592,1209,3339.49988471121,3554.95149017644,19,1,2,1,2,1,2,1,"10032016",10,3,2016,13,8,14,37,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20113,2,2,218,2,1592,1209,3339.49988471121,3554.95149017644,28,1,2,1,2,1,3,1,"10032016",10,3,2016,8,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
20114,2,2,218,2,1592,1209,3339.49988471121,3554.95149017644,12,1,2,1,2,1,5,1,"10032016",10,3,2016,13,10,16,55,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20115,2,2,218,2,1592,1209,3339.49988471121,3554.95149017644,15,1,2,1,2,1,4,1,"09032016",9,3,2016,14,5,18,49,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20116,2,2,218,2,1592,1209,3339.49988471121,3554.95149017644,1,1,2,1,2,1,4,1,"10032016",10,3,2016,7,1,11,38,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20117,2,2,218,2,1592,1209,3339.49988471121,3554.95149017644,41,1,2,1,2,1,3,1,"09032016",9,3,2016,13,6,16,44,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20118,2,2,218,2,1592,1209,3339.49988471121,3554.95149017644,30,1,2,1,2,1,4,1,"09032016",9,3,2016,10,1,13,48,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20119,2,2,218,2,1592,1209,3339.49988471121,3554.95149017644,33,1,2,1,2,1,5,1,"09032016",9,3,2016,13,42,17,37,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
20120,2,2,218,2,1592,1209,3339.49988471121,3554.95149017644,26,1,2,1,2,1,5,1,"09032016",9,3,2016,9,14,13,1,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30001,5,3,331,1,2322,1510,4108.75126589858,4108.75126589858,1,1,2,1,2,1,5,1,"23022016",23,2,2016,10,8,14,53,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30002,5,3,331,1,2322,1510,4108.75126589858,4108.75126589858,5,1,2,1,2,1,2,1,"22022016",22,2,2016,14,46,18,30,6,,"23022016",23,2,2016,14,40,18,45,16,,,,,,,,,,,,2,1,,1,0,0
30003,5,3,331,1,2322,1510,4108.75126589858,4108.75126589858,7,1,1,2,2,2,4,1,"22022016",22,2,2016,11,2,12,32,6,,"23022016",23,2,2016,8,59,11,0,16,,,,,,,,,,,,2,1,,1,0,0
30004,5,3,331,1,2322,1510,4108.75126589858,4108.75126589858,2,1,1,2,2,2,3,1,"22022016",22,2,2016,8,30,12,0,9,,"23022016",23,2,2016,8,40,12,0,16,,,,,,,,,,,,2,1,,1,0,0
30005,5,3,331,1,2322,1510,4108.75126589858,4108.75126589858,13,1,1,2,2,2,3,1,"22022016",22,2,2016,12,25,16,20,10,,"23022016",23,2,2016,12,20,16,15,16,,,,,,,,,,,,2,1,,1,0,0
30006,5,3,331,1,2322,1510,4108.75126589858,4108.75126589858,15,1,1,2,2,2,5,1,"22022016",22,2,2016,16,11,18,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30007,5,3,331,1,2322,1510,4108.75126589858,4108.75126589858,16,1,1,2,2,2,2,1,"22022016",22,2,2016,10,43,11,23,2,,"23022016",23,2,2016,11,6,14,6,16,,,,,,,,,,,,2,1,,1,0,0
30008,5,3,331,1,2322,1510,4108.75126589858,4108.75126589858,18,1,1,2,2,2,2,1,"22022016",22,2,2016,9,52,10,25,4,,"22022016",22,2,2016,11,13,14,15,13,,"23022016",23,2,2016,9,6,10,59,16,,2,1,,1,0,0
30009,5,3,331,1,2322,1510,4108.75126589858,4108.75126589858,22,1,1,2,2,2,4,1,"22022016",22,2,2016,8,43,10,24,9,,"22022016",22,2,2016,14,43,17,31,16,,,,,,,,,,,,2,1,,1,0,0
30010,5,3,331,1,2322,1510,4108.75126589858,4108.75126589858,24,1,1,2,2,2,5,1,"22022016",22,2,2016,19,7,20,5,4,,"23022016",23,2,2016,8,24,10,54,16,,,,,,,,,,,,2,1,,1,0,0
30011,5,3,331,1,516,1110,5380.50761010528,,1,1,2,1,2,1,4,1,"24022016",24,2,2016,8,35,10,6,4,,"25022016",25,2,2016,9,39,14,8,16,,,,,,,,,,,,2,1,,1,0,0
30012,5,3,331,1,516,1110,5380.50761010528,6917.79549870679,3,1,2,1,2,1,5,1,"24022016",24,2,2016,11,22,16,18,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30013,5,3,331,1,516,1110,5380.50761010528,6917.79549870679,6,1,1,2,2,2,3,1,"24022016",24,2,2016,15,15,18,20,10,,"25022016",25,2,2016,15,10,18,15,16,,,,,,,,,,,,2,1,,1,0,0
30015,5,3,331,1,516,1110,5380.50761010528,,11,1,1,2,2,2,2,1,"24022016",24,2,2016,9,58,15,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30016,5,3,331,1,516,1110,5380.50761010528,6917.79549870679,28,1,1,2,2,2,2,1,"25022016",25,2,2016,9,50,16,47,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30017,5,3,331,1,516,1110,5380.50761010528,6917.79549870679,31,1,1,2,2,2,5,1,"25022016",25,2,2016,10,21,17,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30018,5,3,331,1,516,1110,5380.50761010528,6917.79549870679,33,1,1,2,2,2,3,1,"24022016",24,2,2016,11,55,15,3,16,,"25022016",25,2,2016,12,0,15,0,3,,,,,,,,,,,,2,1,,1,0,0
30019,5,3,331,1,516,1110,5380.50761010528,6917.79549870679,2,1,1,2,2,2,3,1,"24022016",24,2,2016,8,10,11,35,16,,"25022016",25,2,2016,8,15,11,45,,,,,,,,,,,,,2,1,,1,0,0
30020,5,3,331,1,516,1110,5380.50761010528,6917.79549870679,39,1,2,1,2,1,4,1,"24022016",24,2,2016,11,23,13,16,6,,"25022016",25,2,2016,15,0,18,9,16,,,,,,,,,,,,2,1,,1,0,0
30021,5,3,316,2,874,1406,7777.27918187945,8641.42131319939,1,1,2,1,2,1,5,1,"26022016",26,2,2016,14,18,17,22,5,,"27022016",27,2,2016,10,26,15,42,16,,,,,,,,,,,,2,1,,1,0,0
30022,5,3,316,2,874,1406,7777.27918187945,8641.42131319939,4,1,2,1,2,1,4,1,"26022016",26,2,2016,8,30,9,38,6,,"27022016",27,2,2016,9,10,12,32,16,,,,,,,,,,,,2,1,,1,0,0
30023,5,3,316,2,874,1406,7777.27918187945,8641.42131319939,7,1,1,1,2,2,3,1,"26022016",26,2,2016,11,55,14,58,9,,"27022016",27,2,2016,12,55,15,30,16,,,,,,,,,,,,2,1,,1,0,0
30024,5,3,316,2,874,1406,7777.27918187945,8641.42131319939,11,1,2,2,2,2,3,1,"26022016",26,2,2016,15,20,18,30,9,,"27022016",27,2,2016,15,50,18,53,16,,,,,,,,,,,,2,1,,1,0,0
30025,5,3,316,2,874,1406,7777.27918187945,8641.42131319939,13,1,1,2,2,2,3,1,"26022016",26,2,2016,8,30,11,42,8,,"27022016",27,2,2016,10,30,12,45,16,,,,,,,,,,,,2,1,,1,0,0
30026,5,3,316,2,874,1406,7777.27918187945,8641.42131319939,19,1,2,1,2,1,4,1,"26022016",26,2,2016,14,0,16,39,11,,"27022016",27,2,2016,13,15,14,2,16,,"27022016",27,2,2016,12,8,16,43,16,,2,1,,1,0,0
30027,5,3,316,2,874,1406,7777.27918187945,8641.42131319939,33,1,1,2,2,2,5,1,"26022016",26,2,2016,9,40,13,17,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30028,5,3,316,2,874,1406,7777.27918187945,8641.42131319939,36,1,1,2,2,2,2,1,"26022016",26,2,2016,9,15,13,58,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30029,5,3,316,2,0,0,7777.27918187945,,0,1,1,2,2,2,2,1,"26022016",26,2,2016,14,21,16,32,9,,"27022016",27,2,2016,12,36,15,3,16,,,,,,,,,,,,2,1,,1,0,0
30030,5,3,316,2,874,1406,7777.27918187945,8641.42131319939,42,1,1,2,2,2,4,1,"26022016",26,2,2016,10,20,13,24,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30031,5,3,309,2,478,1103,5135.93908237322,5135.93908237322,17,1,1,2,2,2,3,1,"03032016",3,3,2016,8,20,10,45,8,,"04032016",4,3,2016,8,5,10,50,15,,,,,,,,,,,,2,1,,1,0,0
30032,5,3,309,2,478,1103,5135.93908237322,5135.93908237322,35,1,2,1,2,1,3,1,"03032016",3,3,2016,10,55,13,50,8,,"04032016",4,3,2016,10,58,13,57,16,,,,,,,,,,,,2,1,,1,0,0
30033,5,3,309,2,478,1103,5135.93908237322,5135.93908237322,41,1,2,1,2,1,3,1,"03032016",3,3,2016,14,12,17,32,9,,"04032016",4,3,2016,14,10,17,50,16,,,,,,,,,,,,2,1,,1,0,0
30034,5,3,309,2,478,1103,5135.93908237322,5135.93908237322,53,1,2,1,2,1,5,1,"04032016",4,3,2016,12,18,17,38,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30035,5,3,309,2,478,1103,5135.93908237322,5135.93908237322,59,1,2,1,2,1,5,1,"03032016",3,3,2016,14,23,19,24,10,,"04032016",4,3,2016,9,29,11,36,16,,,,,,,,,,,,2,1,,1,0,0
30036,5,3,309,2,478,1103,5135.93908237322,5135.93908237322,65,1,2,1,2,1,5,1,"03032016",3,3,2016,9,18,13,54,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
30037,5,3,309,2,478,1103,5135.93908237322,5135.93908237322,71,1,1,2,2,2,2,1,"03032016",3,3,2016,9,33,13,26,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
