"zone","state","lga","sector","ea","hhid","indiv","s1q2","s1q3","s1q3b","s1q4","s1q4a","s1q5","s1q6_day","s1q6_month","s1q6_year","s1q7","s1q8","s1q9","s1q11","s1q12","s1q12a","s1q12a_os","s1q12b","s1q12c","s1q13","s1q15","s1q16","s1q16b","s1q17","s1q18","s1q19","s1q20","s1q21","s1q22","s1q22b","s1q23","s1q24","s1q25","s1q26","s1q27","s1q27b","s1q28","s1q28b","s1q29","s1q30","s1q31a","s1q31b","s1q31c","s1q31d","s1q32","s1q33","s1q34","s1q34b","s1q35","s1q36","s1q36b","s1q37","s1q38","s1q39","s1q39b","s1q40","s1q41"
5,12,1204,2,736,120071,3,1,3,,12,1,2,,,,7,,,,,11,"ESAN",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120071,4,2,3,,10,1,2,,,,7,,,,,11,"ESAN",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,"ESAN WEST",1206,"EDO",12,,,,,,,,,,,,,
5,12,1204,2,736,120072,3,2,1,,29,1,2,,,,7,,,,,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,4,2,7,,21,1,2,,,,7,,,,,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,5,2,7,,17,1,2,,,,7,,,,,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,6,2,7,,14,1,2,,,,7,,,,,11,"ESAN",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,7,2,7,,12,1,2,,,,7,,,,,11,"ESAN",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120072,8,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1204,2,736,120072,9,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,1,"OWAN WEST",1217,"EDO",12,,,,,,,,,,,,,
5,12,1204,2,736,120073,1,1,1,,69,1,2,,,,1,2,,1,2,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120073,2,2,2,,41,1,2,,,,1,2,,1,1,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120073,3,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"ESAN NORTH",1204,"EDO",12,,,,,,,,,,,,,
5,12,1204,2,736,120073,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"ESAN NORTH",1204,"EDO",12,,,,,,,,,,,,,
5,12,1204,2,736,120073,5,1,3,,20,1,2,,,,7,,,,,11,"ESAN",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120073,6,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,,,"SOKOTO",33,,,,,,,,,,,,,
5,12,1204,2,736,120073,7,1,3,,15,1,2,,,,7,,,,,11,"ESAN",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120073,8,2,3,,12,1,2,,,,7,,,,,11,"ESAN",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120073,9,2,3,,11,1,2,,,,7,,,,,11,"ESAN",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120073,10,2,3,,6,1,1,99,99,2010,7,,,,,11,"ESAN",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120074,1,1,1,,33,1,2,,,,1,2,,1,2,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120074,2,2,2,,28,1,2,,,,1,2,,1,1,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120074,3,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,"ESAN CENTRAL",1203,"EDO",12,,,,,,,,,,,,,
5,12,1204,2,736,120074,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1204,2,736,120074,5,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1204,2,736,120074,6,2,3,,5,1,1,1,8,2010,7,,,,,10,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120074,7,1,3,,3,1,1,22,3,2012,7,,,,,10,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120074,8,2,3,,1,1,1,28,7,2014,7,,,,,10,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120075,1,1,1,,58,1,2,,,,1,2,,1,2,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120075,2,2,2,,51,1,2,,,,1,2,,1,1,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120075,3,2,3,,30,1,2,,,,7,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120075,4,2,11,,71,1,2,,,,6,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120075,5,2,3,,21,1,2,,,,7,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120075,6,1,3,,12,1,2,,,,7,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120075,7,2,3,,11,1,1,18,2,2005,7,,,,,10,,2,,2,5,10,,1,1,1,,,,,2,,1,16,8,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120076,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120076,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120076,3,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120076,4,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120076,5,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120076,6,2,6,,9,1,2,,,,6,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120076,7,2,1,,75,1,2,,,,7,,,,,10,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120078,1,1,1,,65,1,2,,,,1,2,,1,2,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120078,2,2,2,,57,1,2,,,,1,2,,1,1,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120078,3,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1204,2,736,120078,4,2,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1204,2,736,120078,5,1,4,,15,1,1,15,7,2000,7,,,,,11,"ESAN",2,,2,3,5,,1,2,,2,16,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120079,1,1,1,,79,1,2,,,,1,2,,1,2,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120079,2,2,2,,54,1,2,,,,1,2,,1,1,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120079,3,1,3,,27,1,2,,,,7,,,,,11,"ESAN",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120080,1,1,1,,65,1,2,,,,1,2,,1,2,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120080,2,2,2,,53,1,2,,,,1,2,,1,1,11,"ESAN",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120080,3,1,3,,25,1,2,,,,7,,,,,11,"ESAN",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120080,4,2,3,,20,1,2,,,,7,,,,,11,"ESAN",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1204,2,736,120080,5,2,12,,11,1,2,,,,7,,,,,11,"ESAN",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120081,1,2,1,,63,1,2,,,,1,2,,1,3,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120081,2,1,3,,24,1,2,,,,7,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120081,3,1,2,,65,1,2,,,,1,2,,1,1,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120081,4,1,3,,32,1,2,,,,7,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120082,1,1,1,,65,1,2,,,,1,2,,1,2,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120082,2,2,2,,29,1,2,,,,1,2,,1,1,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120082,3,1,3,,6,1,1,99,99,2009,7,,,,,8,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120082,4,2,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,1,"IKPOBA OKHA",1211,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120082,5,2,3,,5,1,1,31,10,2010,7,,,,,8,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120082,6,2,3,,6,1,1,27,10,2009,7,,,,,8,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,3,1,1,,26,1,2,,,,7,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,4,1,7,,24,1,2,,,,7,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,5,2,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,5,1,"IKPOBA OKHA",1211,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120083,6,1,7,,20,1,2,,,,7,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120083,7,2,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,5,1,"IKPOBA OKHA",1211,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120083,8,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,5,1,"EGOR",1202,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120083,9,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,5,1,"EGOR",1202,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120083,10,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,5,1,"IKPOBA OKHA",1211,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120083,11,2,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,5,1,"IKPOBA OKHA",1211,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120083,12,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,5,1,"IKPOBA OKHA",1211,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,0,120084,1,1,1,,37,1,2,,,,1,2,,1,2,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120084,2,2,2,,30,1,2,,,,1,2,,1,1,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120084,3,2,3,,2,1,1,3,9,2013,7,,,,,10,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120084,4,2,3,,2,1,1,3,9,2013,7,,,,,10,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120085,1,2,1,,52,1,2,,,,6,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120085,2,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120085,3,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120085,4,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120085,5,1,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120085,6,2,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120085,7,1,3,,35,1,1,4,8,1980,1,2,,1,8,10,,1,1,2,3,7,,1,2,,2,0,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120085,8,2,14,"DAUGHTER-IN-LAW",26,1,1,15,4,1989,1,2,,1,7,10,,1,1,2,3,7,,1,2,,2,0,1,,2,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120085,9,2,6,,0,1,1,20,5,2015,7,,,,,11,"TOO YOUNG",2,,2,3,7,,1,1,7,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120086,1,1,1,,35,1,2,,,,1,2,,1,2,11,"IGALA",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120086,2,2,2,,27,1,2,,,,1,2,,1,1,11,"IGALA",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120086,3,1,3,,4,1,1,16,7,2011,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120087,1,1,1,,61,1,2,,,,2,1,2,1,2,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120087,2,2,2,,54,1,2,,,,2,2,,1,1,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120087,3,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,2,,,,,5,5,1,,3,,,,,1,,2,
5,12,1211,1,0,120087,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,0,120087,5,2,2,,48,1,2,,,,2,2,,1,1,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120087,6,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,8,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,0,120087,7,1,3,,25,1,2,,,,1,2,,2,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120087,8,1,3,,23,1,2,,,,7,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120087,9,1,3,,16,1,2,,,,7,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120087,10,2,15,,20,1,1,99,99,1996,7,,,,,10,,1,1,2,6,12,"HOUSE MAID",1,2,,1,26,1,,2,,1,16,8,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120087,11,2,15,,17,1,1,99,99,1999,7,,,,,10,,1,2,2,5,12,"HOUSE MAID",1,2,,1,26,1,,2,,1,16,8,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,0,120087,12,2,15,,11,1,1,99,99,2004,7,,,,,10,,2,,2,6,12,"HOUSE MAID",1,2,,1,26,1,,2,,1,16,8,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120088,1,2,1,,60,1,2,,,,1,2,,2,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120088,2,1,3,,35,1,2,,,,7,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120088,3,2,3,,32,1,2,,,,7,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120088,4,2,3,,29,1,1,4,1,1987,7,,,,,10,,1,1,2,4,6,,1,2,,2,0,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120089,1,2,1,,75,1,2,,,,6,,,,,8,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120089,2,1,3,,42,1,2,,,,1,2,,1,3,8,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120089,3,2,14,"DAUGHTER-IN-LAW",37,1,2,,,,1,2,,1,2,8,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120089,4,1,6,,9,1,2,,,,7,,,,,8,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120089,5,2,6,,13,1,2,,,,7,,,,,8,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120089,6,1,6,,11,1,2,,,,7,,,,,8,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,2,2,1,,57,1,2,,,,6,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,3,2,3,,30,1,2,,,,7,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,4,1,3,,26,1,2,,,,7,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,2220,120090,5,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,3,1,"OREDO",1212,"EDO",12,,,,,,,,,,,,,
5,12,1211,1,2220,120090,6,2,3,,16,1,2,,,,7,,,,,10,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120091,1,1,1,,83,1,2,,,,1,2,,1,2,11,"URHOBO",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120091,2,2,2,,53,1,2,,,,1,2,,1,1,11,"URHOBO",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120091,3,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"UGHELLI SOUTH",1020,"DELTA",10,,,,,,,,,,,,,
5,12,1214,2,452,120091,4,1,6,,19,1,2,,,,7,,,,,11,"URHOBO",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120092,1,2,1,,65,1,2,,,,6,,,,,11,"URHOBO",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120092,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,"UGHELLI NORTH",1019,"DELTA",10,,,,,,,,,,,,,
5,12,1214,2,452,120092,3,2,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,"UGHELLI NORTH",1019,"DELTA",10,,,,,,,,,,,,,
5,12,1214,2,452,120092,4,2,6,,5,1,1,16,8,2010,7,,,,,11,"URHOBO",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120093,1,2,1,,48,1,2,,,,1,2,,2,,11,"URHOBO",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120093,2,1,3,,22,1,2,,,,7,,,,,11,"URHOBO",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120093,3,1,3,,20,1,2,,,,7,,,,,11,"URHOBO",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120093,4,1,3,,17,1,2,,,,7,,,,,11,"URHOBO",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120093,5,2,3,,11,1,2,,,,7,,,,,11,"URHOBO",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120094,1,2,1,,55,1,2,,,,6,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120094,2,1,3,,26,1,2,,,,7,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120094,3,2,3,,23,1,2,,,,7,,,,,10,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120094,4,1,3,,18,1,2,,,,7,,,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,0,120096,1,2,14,"FORMER HEAD (MOVED AWAY)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,1,"OVIA NORTH EAST",1214,"EDO",12,,,,,,,,,,,,,
5,12,1214,2,0,120096,2,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,1,"UHUMWODE",1218,"EDO",12,,,,,,,,,,,,,
5,12,1214,2,0,120096,3,2,1,,21,1,2,,,,7,,,,,11,"URHOBO",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120098,1,1,1,,50,1,2,,,,1,2,,1,2,11,"CALABAR",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120098,2,2,2,,34,1,2,,,,1,2,,1,1,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120098,3,1,3,,3,1,1,30,8,2012,7,,,,,8,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120098,4,2,3,,1,1,1,23,3,2014,7,,,,,8,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120099,1,2,1,,49,1,2,,,,6,,,,,11,"URHOBO",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120099,2,2,3,,19,1,2,,,,7,,,,,11,"URHOBO",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120099,3,1,3,,16,1,2,,,,7,,,,,11,"URHOBO",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120100,1,1,1,,42,1,2,,,,1,2,,1,8,11,"URHOBO",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120100,2,2,10,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
5,12,1214,2,452,120100,3,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,"ANIOCHA SOUTH",1002,"DELTA",10,,,,,,,,,,,,,
5,12,1214,2,452,120100,4,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,1,"BIRNIN KUDU",1703,"JIGAWA",17,,,,,,,,,,,,,
5,12,1214,2,452,120100,5,2,7,,26,1,2,,,,7,,,,,11,"URHOBO",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
