"zone","state","lga","sector","ea","hhid","indiv","s1q2","s1q3","s1q4","s1q5","s1q6_day","s1q6_month","s1q6_year","s1q7","s1q8","s1q9","s1q10a","s1q10b","s1q10c","s1q10d","s1q11","s1q12","s1q13","s1q14","s1q15","s1q16","s1q17","s1q18a","s1q18b","s1q18c","s1q19","s1q20","s1q21","s1q21b","s1q22","s1q22b","s1q23","s1q24","s1q25","s1q26","s1q27","s1q27b","s1q28","s1q29","s1q30","s1q31","s1q32","s1q32b","s1q33","s1q33b","s1q34","s1q35","s1q36a","s1q36b","s1q36c","s1q36d","s1q37","s1q38","s1q39","s1q39b","s1q40","s1q41","s1q42","s1q42b","s1q43","s1q43b","s1q44","s1q44b","s1q45","s1q46","s1q46b","trackingobs"
5,32,3218,2,296,320025,3,1,3,18,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320025,4,2,3,16,2,,,,7,,,,,,,,,1,1,,2,17,2,2,1994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320025,5,2,3,14,2,,,,7,,,,,,,,,1,1,,2,15,2,2,1996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320025,6,1,3,12,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320025,7,1,3,10,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320025,8,1,3,8,2,,,,7,,,,,,,,,1,1,,2,10,15,12,2001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320025,9,1,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320025,10,1,3,4,2,,,,7,,,,,,,,,1,1,,2,6,29,12,2005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320025,11,2,10,68,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320026,1,2,1,40,2,,,,6,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320026,2,1,3,23,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320026,3,1,3,20,2,,,,7,,,,,,,,,1,1,,2,22,19,9,1989,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320026,4,1,3,18,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320027,1,1,1,40,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320027,2,2,2,25,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320027,3,2,3,5,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320027,4,1,3,0,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320029,1,1,1,27,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320029,2,2,10,60,2,,,,6,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320029,3,2,7,31,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320029,4,2,8,8,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320029,5,1,8,5,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320030,1,2,1,61,2,,,,6,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320030,2,2,3,36,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320030,3,2,3,34,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320030,4,2,3,28,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3218,2,296,320030,5,1,3,24,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320031,1,2,1,42,2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320031,2,1,3,22,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320031,3,1,3,20,2,,,,1,2,,,,,,1,9,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320031,4,1,3,18,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320031,5,1,3,16,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320031,6,1,3,14,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320031,7,1,3,11,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320031,8,2,3,7,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320031,9,2,9,17,2,,,,1,2,,,,,,1,3,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320031,10,2,4,0,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320032,1,1,1,45,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320032,2,2,2,38,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320032,3,2,3,19,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320032,4,2,3,17,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320032,5,2,3,14,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320032,6,1,3,8,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320032,7,1,3,3,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320033,1,1,1,50,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320033,2,2,2,35,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320033,3,2,3,14,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320033,4,1,3,12,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320033,5,1,3,9,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320033,6,2,3,7,2,,,,7,,,,,,,,,1,1,,2,8,30,1,2003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320033,7,2,3,5,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320033,8,1,3,3,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320033,9,1,3,0,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320034,1,1,1,65,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320034,2,2,2,50,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320035,1,2,1,42,2,,,,6,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320035,2,1,3,18,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320035,3,1,3,16,2,,,,7,,,,,,,,,1,,,,,,,,,7,11,"RETURN APPRENTIC",1,,2,,2,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320035,4,1,3,14,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320035,5,1,3,12,2,,,,7,,,,,,,,,1,1,,2,13,17,2,1998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320035,6,2,3,9,2,,,,7,,,,,,,,,1,1,,2,10,1,1,2001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320035,7,2,3,6,2,,,,7,,,,,,,,,1,1,,2,7,10,2,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320035,8,2,3,3,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320036,1,1,1,50,2,,,,6,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320036,2,1,3,30,2,,,,7,,,,,,,,,1,,,,,,,,,6,9,,1,,1,1,,,,,2,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320036,3,1,3,21,2,,,,7,,,,,,,,,1,,,,,,,,,6,9,,1,,1,1,,,,,2,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320036,4,2,3,15,2,,,,7,,,,,,,,,1,,,,,,,,,6,9,,1,,1,1,,,,,2,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320036,5,2,3,12,2,,,,7,,,,,,,,,1,,,,,,,,,6,9,,1,,1,1,,,,,2,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320037,1,2,1,65,2,,,,6,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320037,2,2,3,27,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320037,3,1,3,25,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320037,4,1,3,20,2,,,,7,,,,,,,,,1,1,,2,21,22,2,1990,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320037,5,2,3,18,2,,,,7,,,,,,,,,1,1,,2,19,5,9,1992,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320037,6,2,6,8,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320038,1,1,1,50,2,,,,1,2,,,,,,1,2,1,1,,2,51,99,99,1960,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320038,2,2,2,40,2,,,,1,2,,,,,,1,1,1,1,,2,41,99,99,1970,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320038,3,2,3,17,2,,,,7,,,,,,,,,1,1,,2,18,99,99,1993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320038,4,2,3,10,2,,,,7,,,,,,,,,1,1,,2,12,99,99,1999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320038,5,1,3,7,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320038,6,2,3,2,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320038,7,2,6,0,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320039,1,2,1,65,2,,,,6,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320039,2,2,3,28,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320039,3,2,3,25,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320039,4,1,3,22,2,,,,7,,,,,,,,,1,1,,2,23,99,3,1988,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320039,5,2,6,15,1,,,,7,,,,,,,,,2,,,,,,,,,1,10,,1,,2,,1,16,1,,2,,1,16,1,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320040,1,2,1,41,2,,,,6,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320040,2,1,3,26,2,,,,1,2,,,,,,1,8,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320040,3,2,3,20,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320040,4,1,3,22,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320040,5,2,3,18,2,,,,7,,,,,,,,,1,1,,2,19,4,3,1992,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320040,6,2,3,12,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320040,7,1,3,9,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320040,8,2,14,20,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320040,9,1,3,2,2,,,,7,,,,,,,,,1,1,,2,3,5,2,2008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3223,2,578,320040,10,2,6,0,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320041,1,1,1,43,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320041,2,2,2,39,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320041,3,1,3,11,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320041,4,1,3,10,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320041,5,2,3,5,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320041,6,2,3,1,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320042,1,1,1,31,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320042,2,2,2,24,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320042,3,2,3,0,1,19,10,2010,7,,,,,,,,,2,,,,,,,,,4,1,,1,,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320044,1,1,1,41,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320044,2,2,2,32,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320044,3,2,3,7,2,,,,7,,,,,,,,,1,1,,2,9,28,9,2002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320044,4,1,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320044,5,2,3,3,2,,,,7,,,,,,,,,1,1,,2,5,9,11,2006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320044,6,2,3,1,2,,,,7,,,,,,,,,1,1,,2,2,7,3,2009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320044,7,2,9,17,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320045,1,1,1,36,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320045,2,2,2,32,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320045,3,1,3,1,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320045,4,1,11,25,1,99,99,1985,7,,,,,,,,,2,,,,,,,,,3,8,,1,,2,,2,26,1,,2,,1,26,8,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320046,1,1,1,27,2,,,,1,2,,,,,,2,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320046,2,1,7,25,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320047,1,1,1,48,2,,,,1,2,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320047,2,2,2,42,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320047,3,2,3,14,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320047,4,2,3,10,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320047,5,2,3,16,2,,,,7,,,,,,,,,1,1,,2,11,20,1,2000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320047,6,1,3,28,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320047,7,2,3,25,2,,,,7,,,,,,,,,1,1,,2,26,3,1,1985,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320047,8,2,3,12,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320047,9,2,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320047,10,2,3,22,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320048,1,1,1,48,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320048,2,2,2,32,2,,,,1,2,,,,,,1,1,1,1,,2,34,19,10,1977,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320048,3,2,3,16,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320048,4,1,3,14,2,,,,7,,,,,,,,,1,1,,2,15,27,2,1996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320048,5,2,3,11,2,,,,7,,,,,,,,,1,1,,2,13,18,10,1998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320048,6,2,3,9,2,,,,7,,,,,,,,,1,1,,2,11,18,10,2000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320048,7,1,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320048,8,2,3,2,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320049,1,1,1,38,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320049,2,2,2,26,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320049,3,1,3,2,2,,,,7,,,,,,,,,1,1,,2,3,22,9,2008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320049,4,1,3,0,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320049,5,2,10,62,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320049,6,1,7,29,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320050,1,1,1,51,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3209,1,1208,320050,2,2,2,45,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
